,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
826,827,45,50.0,6130,No_alley_access,Gtl,BrkSide,5,6,1924,1950,0.0,TA,No,ALQ,784,Unf,0,0,784,Y,784,0,0,784,1,0,1,0,2,1,Gd,5,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,Y,0,0,116,0,0,0,No_pool,No_fence,0,5,2008,109500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,,Other,Normal/Alloca
827,828,20,65.0,8529,No_alley_access,Gtl,SawyerW,7,5,2001,2001,0.0,Gd,No,GLQ,20,Unf,0,1434,1454,Y,1434,0,0,1434,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2001.0,RFn,2,527,TA,Y,290,39,0,0,0,0,No_pool,No_fence,0,4,2009,189000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
828,829,60,,28698,No_alley_access,Sev,ClearCr,5,5,1967,1967,0.0,TA,Gd,LwQ,249,ALQ,764,0,1013,Y,1160,966,0,2126,0,1,2,1,3,1,TA,7,0,No_fireplace,Attchd,1967.0,Fin,2,538,TA,Y,486,0,0,0,225,0,No_pool,No_fence,0,6,2009,185000,FV/ RL,Irregular,Other,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,
829,830,160,24.0,2544,Pave,Gtl,Somerst,7,5,2005,2005,0.0,Gd,No,Unf,0,Unf,0,600,600,Y,520,623,80,1223,0,0,2,1,2,1,Gd,4,0,No_fireplace,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,0,0,No_pool,No_fence,0,7,2006,147400,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
830,831,20,80.0,11900,No_alley_access,Gtl,NAmes,6,5,1957,1957,387.0,TA,No,Rec,1040,Unf,0,352,1392,Y,1392,0,0,1392,1,0,1,1,3,1,TA,6,2,Gd,Attchd,1957.0,RFn,2,458,TA,Y,0,0,0,0,192,0,No_pool,No_fence,0,6,2008,166000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,Other,Garage_present,Other,Normal/Alloca
831,832,160,30.0,3180,Pave,Gtl,Somerst,7,5,2005,2005,0.0,TA,No,Unf,0,Unf,0,600,600,Y,520,600,80,1200,0,0,2,1,2,1,Gd,4,0,No_fireplace,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,0,0,No_pool,No_fence,0,6,2006,151000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
832,833,60,44.0,9548,No_alley_access,Gtl,CollgCr,7,6,2003,2003,223.0,Gd,No,GLQ,483,Unf,0,458,941,Y,941,888,0,1829,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2003.0,RFn,2,613,TA,Y,192,39,0,0,0,0,No_pool,No_fence,0,1,2010,237000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
833,834,20,100.0,10004,No_alley_access,Gtl,NAmes,6,6,1964,1964,180.0,TA,No,Rec,196,BLQ,345,975,1516,Y,1516,0,0,1516,0,0,1,1,3,1,TA,6,0,No_fireplace,Attchd,1964.0,RFn,2,472,TA,Y,0,0,0,0,152,0,No_pool,No_fence,0,2,2009,167000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
834,835,20,75.0,7875,No_alley_access,Gtl,NAmes,5,6,1961,1961,136.0,TA,No,Rec,572,Unf,0,572,1144,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1961.0,Unf,2,456,TA,Y,0,0,0,0,0,0,No_pool,GdWo,0,9,2008,139950,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
835,836,20,60.0,9600,No_alley_access,Gtl,Sawyer,4,7,1950,1995,0.0,TA,No,BLQ,442,Unf,0,625,1067,Y,1067,0,0,1067,0,0,2,0,2,1,Gd,4,0,No_fireplace,Attchd,1996.0,Unf,2,436,TA,Y,290,0,0,0,0,0,No_pool,No_fence,0,2,2010,128000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
836,837,30,90.0,8100,Pave,Gtl,OldTown,5,6,1948,1973,0.0,TA,No,Rec,338,Unf,0,1221,1559,Y,1559,0,0,1559,1,0,1,0,2,1,TA,5,0,No_fireplace,Detchd,1948.0,Unf,2,812,TA,Y,0,116,230,0,0,0,No_pool,GdWo,0,6,2007,153500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
837,838,160,21.0,1680,No_alley_access,Gtl,BrDale,6,5,1973,1973,158.0,TA,No,BLQ,330,Unf,0,153,483,Y,483,504,0,987,1,0,1,1,2,1,TA,5,0,No_fireplace,Detchd,1973.0,Unf,1,264,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,11,2008,100000,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
838,839,20,75.0,9525,No_alley_access,Gtl,CollgCr,5,6,1995,2006,0.0,TA,No,Unf,0,Unf,0,1099,1099,Y,1099,0,0,1099,0,0,1,1,3,1,Gd,6,0,No_fireplace,Attchd,1999.0,Unf,1,352,TA,Y,278,0,0,0,0,0,No_pool,No_fence,0,6,2008,144000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
839,840,50,70.0,11767,No_alley_access,Gtl,Edwards,5,6,1946,1995,0.0,TA,No,BLQ,352,Unf,0,416,768,Y,768,432,0,1200,0,0,1,0,3,1,TA,6,0,No_fireplace,Detchd,1946.0,Unf,1,240,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,5,2008,130500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
840,841,70,,12155,No_alley_access,Gtl,SWISU,6,8,1925,1950,0.0,TA,No,BLQ,156,Unf,0,516,672,N,810,672,0,1482,0,0,2,0,4,1,Fa,7,0,No_fireplace,Detchd,1934.0,Unf,1,400,TA,P,0,0,254,0,0,0,No_pool,No_fence,0,3,2008,140000,Other,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
841,842,70,60.0,10440,Grvl,Gtl,OldTown,5,8,1904,2002,0.0,TA,No,Unf,0,Unf,0,650,650,Y,958,581,0,1539,0,0,2,0,3,1,Gd,8,1,Po,Detchd,1983.0,Unf,2,686,Gd,P,70,78,68,0,0,0,No_pool,No_fence,0,6,2008,157500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
842,843,80,82.0,9020,No_alley_access,Gtl,NAmes,6,7,1966,1966,183.0,TA,Gd,Rec,312,ALQ,539,276,1127,Y,1165,0,0,1165,1,0,1,1,3,1,TA,6,0,No_fireplace,Attchd,1966.0,RFn,2,490,Gd,Y,0,129,0,0,0,0,No_pool,GdPrv,0,5,2008,174900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
843,844,90,80.0,8000,No_alley_access,Gtl,NAmes,5,4,1961,1961,0.0,TA,No,Unf,0,Unf,0,1800,1800,N,1800,0,0,1800,0,0,2,0,6,2,TA,10,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2007,141000,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,,Other,Normal/Alloca
844,845,50,100.0,12665,Grvl,Gtl,OldTown,5,8,1915,1950,0.0,TA,Mn,Unf,0,Unf,0,876,876,Y,876,540,0,1416,0,0,1,1,4,1,TA,7,1,Gd,Detchd,1949.0,Unf,3,720,TA,Y,418,0,194,0,0,0,No_pool,No_fence,0,6,2008,153900,Other,Irregular,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
845,846,85,,16647,No_alley_access,Gtl,Sawyer,5,5,1975,1981,0.0,TA,Gd,ALQ,1390,Unf,0,0,1390,Y,1701,0,0,1701,1,0,2,0,3,1,TA,6,2,TA,Basment,1975.0,Fin,2,611,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,1,2007,171000,FV/ RL,Irregular,Lvl,CulDSac/ FR,RRAe/Feedr/Artery,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
846,847,60,75.0,9317,No_alley_access,Gtl,SawyerW,7,5,1993,1993,137.0,Gd,No,ALQ,513,Unf,0,227,740,Y,1006,769,0,1775,1,0,2,1,3,1,Gd,7,1,TA,Attchd,1993.0,Unf,2,425,TA,Y,234,72,192,0,0,0,No_pool,No_fence,0,7,2009,213000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
847,848,20,36.0,15523,No_alley_access,Gtl,CollgCr,5,6,1972,1972,0.0,TA,Av,BLQ,460,Unf,0,404,864,Y,864,0,0,864,1,0,1,0,3,1,TA,5,1,Fa,Attchd,1972.0,Unf,1,338,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,8,2009,133500,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
848,849,50,75.0,45600,No_alley_access,Gtl,ClearCr,6,8,1908,1997,0.0,TA,No,Unf,0,Unf,0,907,907,Y,1307,1051,0,2358,0,0,3,0,5,1,TA,10,1,Gd,Detchd,1908.0,Unf,2,360,Fa,Y,486,40,0,0,175,0,No_pool,No_fence,0,9,2008,240000,FV/ RL,Irregular,Bnk,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
849,850,80,80.0,9600,No_alley_access,Gtl,Veenker,6,7,1976,1994,360.0,Gd,No,Unf,0,Unf,0,528,528,Y,1094,761,0,1855,0,0,2,1,3,1,TA,7,1,TA,Attchd,1976.0,RFn,2,512,TA,Y,113,100,0,0,0,0,No_pool,No_fence,0,8,2007,187000,FV/ RL,Reg,Lvl,CulDSac/ FR,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
850,851,120,36.0,4435,No_alley_access,Gtl,CollgCr,6,5,2003,2003,170.0,Gd,Av,GLQ,659,Unf,0,189,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,0,No_fireplace,Attchd,2003.0,Fin,2,420,TA,Y,140,0,0,0,0,0,No_pool,No_fence,0,11,2007,131500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
851,852,120,,3196,No_alley_access,Gtl,Blmngtn,8,5,2003,2003,40.0,Gd,Gd,Unf,0,Unf,0,1273,1273,Y,1456,0,0,1456,0,0,2,0,2,1,Gd,7,1,TA,Attchd,2003.0,Fin,2,400,TA,Y,143,20,0,0,0,0,No_pool,No_fence,0,5,2006,215000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
852,853,75,53.0,7128,No_alley_access,Gtl,Crawfor,7,5,1941,1950,0.0,TA,No,Rec,364,Unf,0,554,918,Y,918,728,0,1646,0,0,2,0,4,1,TA,7,2,Gd,Detchd,1941.0,Unf,1,240,TA,Y,0,0,0,0,126,0,No_pool,MnPrv,0,8,2007,164000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
853,854,80,,12095,No_alley_access,Gtl,NAmes,6,6,1964,1964,115.0,TA,Gd,Rec,564,Unf,0,563,1127,Y,1445,0,0,1445,0,0,1,1,3,1,TA,7,1,Fa,Attchd,1964.0,RFn,2,645,TA,Y,180,0,0,0,0,0,No_pool,MnPrv,0,8,2009,158000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
854,855,20,102.0,17920,No_alley_access,Gtl,Sawyer,5,4,1955,1974,0.0,TA,Mn,ALQ,306,Rec,1085,372,1763,Y,1779,0,0,1779,1,0,1,1,3,1,TA,6,1,Gd,Attchd,1955.0,Unf,2,454,TA,Y,0,418,0,0,312,0,No_pool,No_fence,0,7,2006,170000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,
855,856,20,,6897,No_alley_access,Gtl,Sawyer,5,8,1962,2010,0.0,TA,No,ALQ,659,Unf,0,381,1040,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,0,No_fireplace,Detchd,1962.0,Unf,1,260,TA,Y,0,104,0,0,0,0,No_pool,No_fence,0,4,2010,127000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
856,857,80,,10970,No_alley_access,Mod,CollgCr,6,6,1978,1978,0.0,TA,Gd,GLQ,505,LwQ,435,0,940,Y,1026,0,0,1026,1,0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1981.0,Unf,2,576,TA,Y,0,0,34,0,0,0,No_pool,MnPrv,0,10,2008,147000,FV/ RL,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
857,858,60,65.0,8125,No_alley_access,Gtl,Gilbert,6,5,1994,1995,0.0,TA,No,Unf,0,Unf,0,702,702,Y,702,779,0,1481,0,0,2,1,3,1,TA,6,1,TA,Attchd,1994.0,Fin,2,343,TA,Y,0,36,0,0,0,0,No_pool,No_fence,0,3,2009,174000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
858,859,20,80.0,10400,No_alley_access,Gtl,NWAmes,7,5,1976,1976,189.0,TA,No,Unf,0,Unf,0,1090,1090,Y,1370,0,0,1370,0,0,2,0,3,1,TA,6,1,TA,Attchd,1976.0,RFn,2,479,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,6,2009,152000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Family/Abnormal/AdjLand
859,860,60,,11029,No_alley_access,Gtl,NWAmes,6,7,1968,1984,220.0,TA,Mn,BLQ,619,Unf,0,435,1054,Y,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,1,Gd,Attchd,1968.0,Unf,2,619,TA,Y,0,65,0,0,222,0,No_pool,No_fence,0,8,2006,250000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
860,861,50,55.0,7642,No_alley_access,Gtl,Crawfor,7,8,1918,1998,0.0,Gd,No,Unf,0,Unf,0,912,912,Y,912,514,0,1426,0,0,1,1,3,1,Gd,7,1,Gd,Detchd,1925.0,Unf,1,216,TA,Y,0,240,0,0,0,0,No_pool,GdPrv,0,6,2007,189950,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
861,862,190,75.0,11625,No_alley_access,Gtl,Sawyer,5,4,1965,1965,0.0,TA,Mn,BLQ,841,Unf,0,198,1039,Y,1039,0,0,1039,1,0,1,1,3,1,TA,6,0,No_fireplace,Attchd,1965.0,Unf,2,504,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,4,2010,131500,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
862,863,20,81.0,9672,No_alley_access,Gtl,SawyerW,6,5,1984,1985,0.0,TA,No,GLQ,338,Unf,0,702,1040,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,0,No_fireplace,Attchd,1986.0,Unf,2,480,TA,Y,0,0,0,0,0,0,No_pool,GdPrv,0,5,2010,152000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
863,864,20,70.0,7931,No_alley_access,Gtl,NAmes,5,5,1959,1959,0.0,TA,No,BLQ,1148,Unf,0,0,1148,Y,1148,0,0,1148,1,0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1959.0,Unf,1,672,TA,Y,0,0,0,0,0,0,No_pool,GdPrv,0,7,2009,132500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
864,865,20,72.0,8640,No_alley_access,Gtl,Somerst,7,5,2007,2008,0.0,Gd,No,Unf,0,Unf,0,1372,1372,Y,1372,0,0,1372,0,0,2,0,3,1,Gd,6,0,No_fireplace,Attchd,2008.0,Fin,2,529,TA,Y,0,140,0,0,0,0,No_pool,No_fence,0,5,2008,250580,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
865,866,20,,8750,No_alley_access,Gtl,NAmes,5,6,1970,1970,76.0,TA,No,BLQ,828,Unf,0,174,1002,Y,1002,0,0,1002,1,0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1973.0,Unf,2,902,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,8,2009,148500,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
866,867,20,67.0,10656,No_alley_access,Gtl,Timber,8,5,2006,2007,274.0,Gd,Av,Unf,0,Unf,0,1638,1638,Y,1646,0,0,1646,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,870,TA,Y,192,80,0,0,0,0,No_pool,No_fence,0,11,2007,248900,FV/ RL,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
867,868,20,85.0,6970,No_alley_access,Gtl,Sawyer,4,5,1961,1961,0.0,TA,No,ALQ,932,Unf,0,108,1040,Y,1120,0,0,1120,1,0,1,1,3,1,Fa,5,0,No_fireplace,Attchd,1961.0,RFn,2,544,TA,Y,168,0,0,0,0,0,No_pool,No_fence,400,5,2007,129000,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
868,869,60,,14762,No_alley_access,Gtl,Gilbert,5,6,1948,1950,0.0,TA,No_basement,No_basement,0,No_basement,0,0,0,Y,1547,720,53,2320,0,0,2,0,2,1,TA,7,1,TA,Attchd,1979.0,Unf,2,672,TA,P,120,144,0,0,0,0,No_pool,No_fence,0,5,2006,169000,FV/ RL,Irregular,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,No_basement,No_basement,Gd,SBrkr,Garage_present,Other,Normal/Alloca
